StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AveragePrice
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1603,1301.05,74,0.8368421052631578
23057,BEADED CHANDELIER T-LIGHT HOLDER,596,1298.44,34,4.523235294117647
35809A,ENAMEL PINK TEA CONTAINER,1037,1297.81,110,1.6027927927927927
21398,RED  SPOTTY COFFEE  MUG,692,1297.8,44,2.044318181818182
84616,SILVER ROCCOCO CHANDELIER,69,1297.75,22,23.55909090909091
21059,PARTY INVITES DINOSAURS,1550,1294.1,198,0.8473737373737373
47503K,ASSORTED FLORAL SECATEURS,3141,1293.75,33,1.869117647058824
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,1202,1293.32,75,1.245866666666667
22337,ANGEL DECORATION PAINTED ZINC ,2165,1292.05,82,0.6582352941176471
22393,PAPERWEIGHT VINTAGE COLLAGE,800,1289.23,89,2.1280898876404493
23055,IVORY CHANDELIER T-LIGHT HOLDER,560,1286.72,36,5.562894736842105
84510B,SET OF 4 FAIRY CAKES COASTERS ,1094,1285.8,96,1.2387128712871287
21837,CROSS STITCH ALPHABET CUSHION COVER,216,1285.2,70,5.95
21828,EIGHT PIECE SNAKE  SET,1060,1283.96,146,1.2461744966442954
35810A,ENAMEL PINK COFFEE CONTAINER,1117,1282.36,104,1.413047619047619
35241,ENAMEL BLUE RIM BISCUIT BIN,271,1281.25,94,4.875531914893617
85006,SET 4 NURSERY DES ROUND BOXES,3047,1280.45,35,2.439142857142857
21661,VINTAGE GLASS TEA CADDY,219,1279.0500000000002,78,5.9246835443037975
35004G,SET OF 3 GOLD FLYING DUCKS,347,1278.21,64,5.229692307692308
23119,PACK OF 6 LARGE FRUIT STRAWS ,2155,1275.71,116,0.6479310344827586
21358,TOAST ITS - HAPPY BIRTHDAY,1026,1275.3,158,1.2462025316455696
23000,TRAVEL CARD WALLET TRANSPORT,3042,1274.76,205,0.4197087378640776
23538,WALL ART VINTAGE HEART,326,1273.92,27,4.78925925925926
22308,TEA COSY BLUE STRIPE,515,1273.39,98,2.6391836734693874
21199,PINK  HEART CONFETTI IN TUBE,1170,1271.46,93,1.5170212765957447
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3413,1270.59,144,0.3890728476821192
20738,GREEN MINI TAPE MEASURE ,1585,1270.55,65,0.842
20760,GARDEN PATH POCKET BOOK,5484,1270.2,59,0.8305
22732,3D STICKERS VINTAGE CHRISTMAS,1060,1268.0,38,1.24
85141,JARDIN ETCHED GLASS FRUITBOWL,180,1267.4,69,8.042957746478873
21684,SMALL MEDINA STAMPED METAL BOWL ,1656,1258.01,88,0.863370786516854
21644,ASSORTED TUTTI FRUTTI HEART BOX,1006,1257.5,116,1.25
21842,PINK HEART CANDY BUTTON CALCULATOR,541,1257.15,38,2.5026315789473683
23469,CARD HOLDER LOVE BIRD SMALL,320,1255.76,63,4.122698412698413
17091A,LAVENDER INCENSE IN TIN,2073,1255.65,110,0.9342727272727273
22267,EASTER DECORATION EGG BUNNY ,1457,1255.43,105,1.0424770642201835
23249,VINTAGE RED ENAMEL TRIM PLATE,778,1254.9,67,1.6440298507462685
22068,BLACK PIRATE TREASURE CHEST,892,1254.18,166,1.5339285714285713
85200,BUNNY EGG BOX,1007,1253.95,94,1.2457894736842106
21807,WHITE CHRISTMAS STAR DECORATION,3000,1251.36,132,0.4195652173913043
35637A,IVORY STRING CURTAIN WITH POLE ,541,1250.95,45,3.816666666666667
21011,GLITTER SNOW PEAR TREE DECORATION,1774,1249.78,101,1.1653211009174311
23040,PAPER LANTERN 9 POINT SNOW STAR ,234,1249.5,32,5.726470588235294
20933,YELLOW POT PLANT CANDLE,493,1245.15,42,3.4511627906976745
22543,MINI JIGSAW BAKE A CAKE ,3198,1242.25,87,0.3995402298850574
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1563,1241.66,88,0.8177272727272726
23221,REINDEER HEART DECORATION SILVER,1461,1241.59,110,0.9132456140350876
22150, 3 STRIPEY MICE FELTCRAFT,662,1241.1,112,1.9395652173913045
22827,GIANT SEVENTEEN DRAWER SIDEBOARD,8,1240.0,6,158.33333333333334
22167, OVAL WALL MIRROR DIAMANTE ,139,1239.05,67,9.86044776119403
23505,PLAYING CARDS I LOVE LONDON ,1058,1238.5,104,1.2420754716981133
23237,SET OF 4 KNICK KNACK TINS LEAVES ,304,1237.2,53,4.127358490566039
85159B,"WHITE TEA,COFFEE,SUGAR JARS",638,1236.1,68,2.6544117647058822
22339,CHRISTMAS TREE PAINTED ZINC ,3308,1235.54,102,0.4539252336448598
22123,PING MICROWAVE APRON,557,1233.95,91,2.7963043478260867
84748,FOLK FELT HANGING MULTICOL GARLAND,980,1231.8,31,2.909375
84466,TOP SECRET PEN SET,1210,1231.6999999999998,49,1.213265306122449
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,1127,1231.21,172,1.171686046511628
22182,CAKE STAND VICTORIAN FILIGREE SMALL,359,1229.05,65,4.503846153846154
20825,GOLD WINE GLASS,360,1229.04,6,3.63
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2291,1226.57,139,1.042695035460993
21689,SILVER VANILLA  FLOWER CANDLE POT,337,1226.31,55,3.731052631578947
21926,RED/CREAM STRIPE CUSHION COVER ,992,1224.8,136,1.2472058823529413
22917,HERB MARKER ROSEMARY,1902,1224.3,198,0.6494974874371859
85125,SMALL ROUND CUT GLASS CANDLESTICK,267,1222.95,43,4.852325581395349
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,539,1222.85,44,2.898888888888889
22448,PIN CUSHION RUSSIAN DOLL RED,393,1220.55,34,3.338571428571429
22450,SILK PURSE RUSSIAN DOLL BLUE,371,1218.85,65,3.344029850746269
85232A,SET/3 POLKA DOT STACKING TINS,249,1215.75,85,4.941860465116279
21867,PINK UNION JACK  LUGGAGE TAG,972,1214.21,200,1.2587264150943398
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1485,1212.33,104,0.8463207547169811
85162A,SILVER RETRODISC LAMPSHADE,605,1211.75,19,3.2131578947368418
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,538,1210.35,63,2.502272727272727
84823,DANISH ROSE FOLDING CHAIR,120,1210.0,29,12.363793103448277
20761,BLUE PAISLEY SKETCHBOOK,413,1207.37,116,3.703931623931624
72818,CHRISTMAS DECOUPAGE CANDLE,2341,1206.31,106,0.6994642857142858
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1491,1204.9499999999998,84,0.8438095238095238
79191C,RETRO PLASTIC ELEPHANT TRAY,1566,1204.38,131,0.8433333333333333
23138,SINGLE WIRE HOOK IVORY HEART,870,1201.9,75,1.4448051948051948
23536,WALL ART VILLAGE SHOW ,227,1201.61,56,5.913035714285714
20704,MR ROBOT SOFT TOY,345,1200.95,64,5.3
21383,PACK OF 12 STICKY BUNNIES,1866,1200.9,190,0.6484615384615384
85032A,ROMANTIC IMAGES GIFT WRAP SET,1383,1200.55,118,0.9694915254237289
23444,Next Day Carriage,79,1200.0,79,15.189873417721518
21529,RETRO SPOT CERAMIC TOASTRACK,358,1199.1,80,3.425
84816,DANISH ROSE BEDSIDE CABINET,31,1198.45,18,39.394444444444446
22916,HERB MARKER THYME,1861,1197.65,193,0.6494949494949495
35649,VINTAGE BEAD COSMETIC BAG ,1776,1195.82,21,3.144090909090909
40003,WHITE BAMBOO RIBS LAMPSHADE,1129,1195.25,48,1.2
84830,LARGE ENGLISH ARBORETUM,113,1195.15,7,15.357142857142858
22269,EGG CUP NATURAL CHICKEN,1400,1194.64,149,1.059271523178808
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,372,1193.4,47,4.503191489361702
21248,DOOR HANGER  MUM + DADS ROOM,1008,1192.8,132,1.4034090909090908
22977,DOLLY GIRL CHILDRENS EGG CUP,953,1192.46,116,1.2603418803418804
72232,FENG SHUI PILLAR CANDLE,6268,1190.9199999999998,118,0.19
22070,SMALL RETRO SPOT MUG IN BOX  RED,317,1188.75,78,3.75
21190,PINK HEARTS PAPER GARLAND,756,1188.4,84,1.6339080459770117
22733,3D STICKERS TRADITIONAL CHRISTMAS ,980,1187.0,36,1.2394444444444443
22293,HANGING CHICK GREEN DECORATION,818,1186.1,83,1.45
21317,GLASS SPHERE CANDLE STAND MEDIUM,329,1181.25,64,5.307575757575758
22097,SWALLOW SQUARE TISSUE BOX,2021,1180.79,211,0.7829680365296804
77101A,UNION FLAG WINDSOCK,1052,1180.48,69,1.2255714285714288
22094,RED RETROSPOT TISSUE BOX,2453,1179.04,170,0.6329479768786127
20731,POSY CANDY BAG,4100,1179.0,46,1.1084782608695654
22677,FRENCH BLUE METAL DOOR SIGN 2,942,1177.51,124,1.259274193548387
84856L,LARGE TAHITI BEACH BAG,211,1177.45,55,5.902727272727273
21438,TUB 24 HANGING EASTER EGGS SPOTTY,360,1177.2,33,3.726470588235294
23366,SET 12 COLOURING PENCILS DOILY,1870,1177.1,137,0.6492857142857144
23598,PAPER BUNTING VINTAGE PARTY,420,1175.0,42,2.930952380952381
20986,BLUE CALCULATOR RULER,994,1173.76,130,1.2802222222222224
85098B,BLUE FLYING SINGING CANARY,328,1172.4,84,3.731176470588235
22106,MIRROR MOSAIC HURRICANE LAMP ,427,1171.85,36,5.800000000000001
20762,GREEN FERN SKETCHBOOK ,416,1171.71,111,3.671711711711712
20840,FRENCH FLORAL CUSHION COVER ,813,1170.83,60,1.3365573770491803
85231G,ORANGE SCENTED SET/9 T-LIGHTS,1404,1170.0,208,0.8518396226415095
84967B,BLUE KASHMIRI OCCASIONAL TABLE,23,1169.5,10,64.465
47503E,ASS FLORAL PRINT SCISSORS,6828,1169.4,22,1.2
22290,STANDING METAL RABBIT WITH EGG,657,1168.2,68,2.0862318840579714
23071,MARIE ANTOINETTE TRINKET BOX GOLD,312,1167.6,16,10.18529411764706
22048,BIRTHDAY BANQUET GIFT WRAP,2815,1166.3,102,0.4192156862745098
37342,POLKADOT COFFEE CUP & SAUCER PINK,1443,1165.89,65,0.860909090909091
23392,SPACEBOY ROCKET LOLLY MAKERS,587,1165.28,78,2.0726582278481014
21537,RETRO SPOTS PUDDING BOWL,281,1162.25,64,4.235074626865671
22389,PAPERWEIGHT SAVE THE PLANET,624,1160.16,80,2.20675
21774,DECORATIVE CATS BATHROOM BOTTLE,1261,1159.01,108,1.1990825688073394
22545,MINI JIGSAW BUNNIES,2922,1158.09,123,0.4120967741935484
84596G,SMALL CHOCOLATES PINK BOWL,1967,1157.93,222,0.709070796460177
21763,VINTAGE WOODEN BAR STOOL,43,1157.9,17,27.95294117647059
22915,ASSORTED BOTTLE TOP  MAGNETS ,3054,1157.28,141,0.4004929577464788
15034,PAPER POCKET TRAVELING FAN ,9818,1156.12,172,0.1379768786127167
20729,RED SPOTTY CANDY BAG,4626,1154.9,67,1.227910447761194
21904,HOUSE WRECKING METAL SIGN ,735,1152.0,130,2.040839694656489
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2861,1149.68,224,0.424517543859649
22918,HERB MARKER PARSLEY,1816,1148.4,194,0.6489847715736041
84968D,SET OF 16 VINTAGE RED CUTLERY,88,1146.42,42,13.331428571428573
22246,"GARLAND, MAGIC GARDEN 1.8M",610,1146.3,68,1.9413043478260867
20681,PINK POLKADOT CHILDRENS UMBRELLA,354,1144.5,99,3.245
22040,BOTANICAL ROSE GIFT WRAP,2815,1144.3,94,0.416595744680851
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1197,1143.09,116,0.9921186440677968
85116,BLACK CANDELABRA T-LIGHT HOLDER,1173,1139.66,52,1.3243396226415094
20802,SMALL GLASS SUNDAE DISH CLEAR,895,1137.99,76,1.545
23142,IVORY WIRE KITCHEN ORGANISER,116,1137.65,36,10.330555555555556
23067,HANGING ENGRAVED METAL HEART,274,1137.1,71,4.15
22731,3D STICKERS CHRISTMAS STAMPS,940,1137.0,34,1.2388235294117649
21063,PARTY INVITES JAZZ HEARTS,1363,1136.71,198,0.8552525252525253
85164B,BLACK BAROQUE CUCKOO CLOCK,113,1134.75,41,11.71341463414634
21157,RED SPOTTY WASHBAG,542,1133.28,92,2.0955913978494625
21656,RIDGED GLASS POSY VASE ,821,1132.85,83,1.433132530120482
22739,"RIBBON REEL, XMAS SOCK/BAUBLE",700,1131.0,46,1.6456521739130436
85055,FRENCH ENAMEL UTENSIL HOLDER,316,1130.6,79,3.72
22481,BLACK TEA TOWEL CLASSIC DESIGN,1110,1130.24,166,1.1506432748538011
22265,EASTER DECORATION NATURAL CHICK,1781,1129.65,134,0.6486013986013986
37343,SPOTS DESIGN MUG W PINK INSIDE,784,1129.44,51,1.5978431372549018
21395,BLUE POLKADOT BEAKER ,2824,1129.4399999999998,80,0.429
22228,BUNNY WOODEN PAINTED WITH BIRD ,1477,1129.41,175,0.7698876404494381
23559,WOODLAND BUNNIES LOLLY MAKERS,563,1129.28,75,2.0722666666666667
23507,MINI PLAYING CARDS BUFFALO BILL ,2839,1128.18,101,0.418348623853211
23405,HOME SWEET HOME 2 DRAWER CABINET,235,1128.05,57,4.908620689655172
22985,"WRAP, BILLBOARD FONTS DESIGN",2890,1125.8,71,0.4177464788732394
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,11512,1124.68,19,0.4552631578947368
20733,GOLD MINI TAPE MEASURE ,1546,1123.7,101,0.8098039215686273
22924,FRIDGE MAGNETS LA VIE EN ROSE,1374,1121.1,81,0.8452439024390244
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,413,1120.75,23,2.915217391304348
22232,JIGSAW TOADSTOOLS 3 PIECE,1003,1120.63,112,1.2412499999999995
21738,COSY SLIPPER SHOES SMALL  RED ,386,1119.5,103,2.9425925925925926
21773,DECORATIVE ROSE BATHROOM BOTTLE,1264,1118.96,106,1.151588785046729
21175,GIN AND TONIC DIET METAL SIGN,474,1118.46,37,2.511891891891892
21130,COLOURFUL STANDING GNOME,706,1115.7,39,3.355128205128205
70007,HI TEC ALPINE HAND WARMER,1089,1114.89,104,1.4896190476190476
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,929,1114.51,109,1.2397297297297298
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,1310,1113.5,61,0.85
23431,NATURAL HANGING QUILTED HEARTS ,1427,1113.13,67,0.8252173913043478
23506,MINI PLAYING CARDS SPACEBOY ,2694,1106.28,127,0.419090909090909
21009,ETCHED GLASS STAR TREE DECORATION,885,1106.25,79,1.25
20765,CHRYSANTHEMUM SKETCHBOOK ,405,1104.79,120,3.725454545454545
15058A,BLUE POLKADOT GARDEN PARASOL,148,1104.6,51,7.808823529411764
21822,GLITTER CHRISTMAS TREE WITH BELLS,868,1102.9,97,1.3844554455445546
23061,VINTAGE EMBOSSED HEART,886,1102.46,84,1.2475
79163,BLACK CHAMPAGNE GLASS,1811,1102.17,56,0.9833333333333332
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",177,1100.91,21,7.131428571428571
48197,DOORMAT BIRD ON THE WIRE,223,1100.15,16,7.236875
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1642,1099.12,52,0.8001923076923076
23072,MARIE ANTOINETTE TRINKET BOX SILVER,326,1099.0,22,10.772727272727272
22808,SET OF 6 T-LIGHTS EASTER CHICKS,394,1098.9,61,2.859836065573771
22919,HERB MARKER MINT,1709,1098.85,197,0.6495000000000001
21779,MA CAMPAGNE MINI WOODEN CHEST,301,1097.8000000000002,22,4.612272727272727
21397,BLUE  SPOTTY EGG CUP ,922,1097.78,63,1.243968253968254
21312,LARGE CHUNKY GLASS ROMAN BOWL,293,1097.75,20,4.79
22253,6 CROCHET STRAWBERRIES,937,1096.39,69,1.2420833333333334
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1117,1095.35,90,1.4334444444444443
37482B,CUBIC MUG BLUE POLKA DOT,1249,1093.95,7,1.8214285714285716
84674,FLYING PIG WATERING CAN,444,1093.8000000000002,92,2.872043010752688
20658,RED SPOTTY LUGGAGE TAG,876,1090.44,125,1.246984126984127
23225,CHERUB HEART DECORATION SILVER ,1296,1089.6,69,0.9579710144927536
22709,WRAP WEDDING DAY,2775,1089.5,76,0.415
22448,PIN CUSHION BABUSHKA RED,340,1088.86,70,3.2768571428571427
22984,CARD GINGHAM ROSE ,2714,1088.86,144,0.4215277777777777
22422,TOOTHPASTE TUBE PEN,2080,1088.1,149,0.6533116883116883
22921,HERB MARKER CHIVES ,1688,1085.2,173,0.6494252873563219
22615,PACK OF 12 CIRCUS PARADE TISSUES ,3643,1084.09,136,0.3113138686131387
22761,CHEST 7 DRAWER MA CAMPAGNE,45,1083.75,31,24.562903225806448
23539,WALL ART LOVES' SECRET ,229,1082.11,33,5.788181818181818
17096,ASSORTED LAQUERED INCENSE HOLDERS,6157,1081.65,35,0.1985714285714285
21396,RED SPOTTY EGG CUP ,909,1081.53,58,1.2403389830508476
22715,CARD WEDDING DAY,2646,1081.08,168,0.4178571428571428
85017B,ENVELOPE 50 BLOSSOM IMAGES,1859,1080.99,118,0.6221008403361344
22249,DECORATION WHITE CHICK MAGIC GARDEN,1291,1080.71,142,0.8438095238095238
85130A,BEADED PEARL HEART WHITE LARGE,656,1080.0,74,1.6473684210526314
20734,SILVER MINI TAPE MEASURE ,1379,1079.85,68,0.8442647058823529
21806,WHITE CHRISTMAS HEART DECORATION,2590,1079.16,104,0.4194444444444444
16225,RATTLE SNAKE EGGS,1420,1078.64,112,1.1831858407079645
22233,JIGSAW RABBIT AND BIRDHOUSE,881,1077.35,127,1.2667692307692306
22094,RED POLKA DOT TISSUE BOX,943,1076.15,62,1.2438709677419355
23515,EMBROIDERED RIBBON REEL DAISY ,558,1075.38,59,2.0655
84562A,PINK/WHITE RIBBED MELAMINE JUG,143,1073.25,63,7.87546875
23513,EMBROIDERED RIBBON REEL SUSIE ,556,1072.96,62,2.0706451612903227
85118,HEART T-LIGHT HOLDER,2027,1072.15,62,0.8991935483870968
84396,6 HOOK JEWELLERY STAND BLACK DRESS,516,1071.6,28,3.585
21955,  DOORMAT UNION JACK GUNS AND ROSES,167,1071.25,51,6.640196078431372
22214,CANDLE PLATE LACE WHITE,462,1069.3,52,2.456346153846153
84279P, CHERRY BLOSSOM  DECORATIVE FLASK,308,1068.6,26,3.7084615384615383
23418,LAVENDER TOILETTE BOTTLE,533,1066.88,60,2.0655
23269,SET OF 2 CERAMIC CHRISTMAS TREES,748,1065.4,76,1.4474025974025977
21739,COSY SLIPPER SHOES SMALL GREEN,364,1064.59,100,2.912079207920792
85032D,YULETIDE IMAGES GIFT WRAP SET,1008,1063.06,90,1.266923076923077
21219,SET/4 BADGES BALLOON GIRL,848,1062.94,102,1.2947115384615384
21413,PERIWINKLE T-LIGHT HOLDER,3134,1062.1,34,1.2161764705882354
22287,"DECORATION , WOBBLY CHICKEN, METAL ",763,1061.55,60,1.6358333333333333
84313C,ORANGE TV TRAY TABLE ,497,1061.15,47,3.2223404255319146
22740,POLKA DOT PEN,1248,1060.8,24,0.85
84658,WHITE STITCHED CUSHION COVER,198,1060.78,56,6.601578947368421
22815,CARD PSYCHEDELIC APPLES,2566,1060.44,165,0.4185454545454545
85131A,BEADED PEARL HEART WHITE ON STICK,1375,1060.43,77,1.0503846153846157
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1950,1060.0,205,0.7223004694835681
23375,50'S CHRISTMAS PAPER GIFT BAG,1317,1059.9399999999998,88,0.8188636363636363
22686,FRENCH BLUE METAL DOOR SIGN No,909,1059.7,81,1.2549382716049384
21817,GLITTER CHRISTMAS TREE,1671,1058.79,121,0.693015873015873
22201,FRYING PAN BLUE POLKADOT ,266,1058.5,50,4.24
84910A,PINK PAISLEY CUSHION COVER ,412,1058.2,40,5.6275
21839,MUMMY MOUSE RED GINGHAM RIBBON,198,1058.1,81,5.431481481481481
22817,CARD SUKI BIRTHDAY,2578,1056.84,169,0.417869822485207
21818,GLITTER HEART DECORATION,2434,1056.34,129,0.463049645390071
23529,DOLLY GIRL WALL ART,318,1055.94,11,3.609090909090909
23369,SET 36 COLOUR PENCILS LOVE LONDON,901,1053.29,95,1.244183673469388
22819,"BIRTHDAY CARD, RETRO SPOT",2568,1052.64,168,0.4182142857142856
20771,CHRYSANTHEMUM  JOURNAL,551,1051.96,112,2.472410714285714
84609,TALL ROCOCO CANDLE HOLDER,129,1051.5,27,8.407407407407407
85224,ASSORTED COLOUR SILK GLASSES CASE,1987,1051.14,47,1.335
84965A,PINK KASHMIRI COFFEE TABLE ,20,1050.0,3,40.0
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,410,1049.9,44,2.7344444444444447
47587A,PINK FAIRY CAKE COASTER,2676,1049.64,9,0.3855555555555555
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,711,1048.49,93,1.9180808080808085
21490,SET OF THREE 50'S GIFT WRAPS ,598,1047.6,37,1.9105263157894736
23511,EMBROIDERED RIBBON REEL EMILY ,524,1046.42,85,2.0732558139534887
21803,CHRISTMAS TREE STAR DECORATION,2489,1045.38,101,0.42
23432,PRETTY HANGING QUILTED HEARTS,1272,1045.2,70,0.8268571428571428
16046,TEATIME PEN CASE & PENS,9949,1043.53,45,0.7491666666666666
23542,70'S ALPHABET WALL ART,150,1043.1,15,7.986
84847,FLORAL BATHROOM SET,2315,1043.01,37,3.543513513513514
21246,RED RETROSPOT BIG BOWL,214,1042.5,50,4.936
21090,SET/6 COLLAGE PAPER PLATES,2285,1042.03,159,0.556125
22532,MAGIC DRAWING SLATE LEAP FROG ,2740,1041.36,154,0.4164150943396226
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1601,1040.83,161,0.8977639751552795
22997,TRAVEL CARD WALLET UNION JACK,2477,1038.9,181,0.4196703296703296
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,831,1038.66,96,1.320204081632653
21633,SUNFLOWER DECORATIVE PARASOL,127,1038.45,34,11.71470588235294
21410,COUNTRY COTTAGE  DOORSTOP GREEN,259,1036.75,101,4.227722772277228
22204,MILK PAN BLUE RETROSPOT,290,1035.66,56,3.743571428571428
16235,RECYCLED PENCIL WITH RABBIT ERASER,5088,1031.58,160,0.2116463414634146
20755,BLUE PAISLEY POCKET BOOK,5084,1031.0,86,0.8388372093023256
79066K,RETRO MOD TRAY,1272,1030.86,173,0.8786206896551724
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,816,1029.72,62,2.29546875
85025C,PINK HEART SHAPE PHOTO FRAME,642,1029.1,92,1.6478494623655917
23231,WRAP  VINTAGE DOILY ,2450,1029.0,93,0.4199999999999999
21825,PAINTED METAL TREE WITH HOLLY BELLS,722,1027.6999999999998,67,1.4472222222222222
22340,NOEL GARLAND PAINTED ZINC ,1345,1027.41,95,0.8786315789473684
84989A,75 GREEN FAIRY CAKE CASES,2066,1027.1,121,0.5479032258064517
22256,FELT FARM ANIMAL CHICKEN,846,1025.58,83,1.243372093023256
23516,EMBROIDERED RIBBON REEL SOPHIE  ,291,1025.01,40,3.7280952380952384
84688,BEACH HUT DESIGN BLACKBOARD,388,1025.0,47,3.918085106382979
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1738,1024.5,41,1.5690243902439025
22382,LUNCHBAG SPACEBOY DESIGN ,644,1022.6,45,1.641111111111111
84815,SET OF 3 DANISH ROSE PLANTERS,906,1022.5,36,4.152777777777778
21849,SILVER DIAMANTE PEN IN GIFT BOX,460,1020.34,59,4.326065573770491
22718,CARD CAT AND TREE ,2460,1020.24,170,0.4189411764705882
21195,PINK  HONEYCOMB PAPER BALL ,622,1018.68,55,1.9910909090909088
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11335,1017.18,51,0.170188679245283
23026,DRAWER KNOB VINTAGE GLASS STAR,503,1016.97,53,2.106727272727273
23411, TRELLIS COAT RACK,217,1016.55,46,4.915957446808511
21209,MULTICOLOUR HONEYCOMB FAN,1354,1016.52,84,0.9890476190476192
20777,CHRYSANTHEMUM NOTEBOOK,3525,1016.25,94,1.6342105263157896
23544,WALL ART MID CENTURY MODERN ,164,1015.78,20,7.523000000000001
16047,POP ART PEN CASE & PENS,10587,1015.59,23,0.7830434782608695
21883,STARS GIFT TAPE ,2038,1015.36,165,0.5967878787878788
72819,CUPID DESIGN SCENTED CANDLES,660,1015.1,64,2.1727272727272724
22101,MIRROR MOSAIC VOTIVE HOLDER,1088,1014.72,49,1.9416
23508,MINI PLAYING CARDS DOLLY GIRL ,2472,1013.04,106,0.4189473684210526
23327,HANGING CLEAR MINI BOTTLE,1710,1012.02,34,0.6185714285714285
21065,BOOM BOX SPEAKER GIRLS,516,1011.6,57,4.794262295081967
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1240,1011.48,24,1.163333333333333
21040,MODERN VINTAGE COTTON SHOPPING BAG,855,1011.45,46,2.110851063829787
21316,SMALL CHUNKY GLASS ROMAN  BOWL,669,1008.19,34,2.001176470588236
21827,EIGHT PIECE CREEPY CRAWLIE SET,810,1007.94,119,1.24703125
21010,ETCHED GLASS BIRD TREE DECORATION,806,1007.5,66,1.25
23460,SWEETHEART WALL TIDY ,108,1007.08,43,9.90093023255814
15058B,PINK WHITE SPOTS GARDEN PARASOL,180,1007.0,47,7.132978723404255
22857,ASSORTED EASTER GIFT TAGS,1226,1004.66,62,0.8458064516129032
22202,MILK PAN PINK POLKADOT,286,1003.38,40,3.714
21786,POLKADOT RAIN HAT ,2578,1003.33,127,0.4436296296296296
23433,HANGING QUILTED PATCHWORK APPLES,1215,1003.17,82,0.8286585365853659
21802,CHRISTMAS TREE HEART DECORATION,2388,1002.96,99,0.42
22678,FRENCH BLUE METAL DOOR SIGN 3,799,1001.18,113,1.2708849557522126
84569D,PACK 6 HEART/ICE-CREAM PATCHES,799,1001.17,96,1.2623469387755102
22258,FELT FARM ANIMAL RABBIT,1113,1000.77,71,1.1853424657534246
85179B,WHITE BITTY LIGHT CHAIN ,240,1000.08,39,4.542307692307692
23347,I LOVE LONDON BEAKER,827,999.75,70,1.247605633802817
85169A,IVORY LOVE BIRD CANDLE,913,999.07,97,1.205148514851485
23087,ZINC  HEART T-LIGHT HOLDER,830,997.18,49,1.237142857142857
23131,MISELTOE HEART WREATH CREAM,240,996.0,1,4.15
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2630,995.46,113,0.3894017094017094
23102,SILVER HEARTS TABLE DECORATION,1231,995.33,139,0.8268794326241135
22049,WRAP CHRISTMAS SCREEN PRINT,3450,994.75,112,0.2938053097345133
20832,RED FLOCK LOVE HEART PHOTO FRAME,1576,994.1,103,0.7022115384615385
21145,ANTIQUE GLASS PLACE SETTING,839,994.03,39,1.2402564102564102
85136C,RED SHARK HELICOPTER,125,993.75,80,7.95
22416,36 DOILIES SPACEBOY DESIGN ,705,993.45,52,1.446153846153846
23365,SET 12 COLOUR PENCILS LOVE LONDON,1529,991.45,128,0.649236641221374
23452,HEART MINI PORTRAIT FRAME,510,990.9,81,1.9462962962962964
85212,MINI PAINTED GARDEN DECORATION ,2766,990.62,96,0.4983333333333333
84964B,BLUE PAINTED KASHMIRI TABLE ,17,990.0,2,45.0
21399,BLUE POLKADOT COFFEE MUG,2113,989.94,70,0.732
21530,DAIRY MAID TOASTRACK,860,989.72,114,1.5872413793103448
84678,CLASSICAL ROSE SMALL VASE,541,989.55,64,2.333333333333333
20752,BLUE POLKADOT WASHING UP GLOVES,471,989.1,156,2.1
84559A,3D SHEET OF DOG STICKERS,1161,987.63,151,0.8551315789473684
17021,NAMASTE SWAGAT INCENSE,3714,982.44,75,0.2948780487804878
22856,ASSORTED EASTER DECORATIONS  BELLS,872,980.56,27,1.235925925925926
85124C,GREEN JUICY FRUIT PHOTO FRAME,397,979.95,97,2.540721649484536
